,ATC_Code,cids,Compound_Name,inchi_key,pert_id
251,N06AA17,2170,Amoxapine,QWGDMFLQWFTERH-UHFFFAOYSA-N,BRD-K02265150
252,L01XX01,2179,Amsacrine,XCPGHVQEEXUHNC-UHFFFAOYSA-N,BRD-K68346641
253,L02BG03,2187,Anastrozole,YBBLVLTVTVSKRW-UHFFFAOYSA-N,BRD-K52172416
254,N03AX18,219078,Lacosamide,VPPJLAIAVCUEMN-GFCCVEGCSA-N,BRD-K68232650
255,A16AX02,2194,Anethole trithione,KYLIZBIRMBGUOP-UHFFFAOYSA-N,BRD-K92490248
256,N06BX11,2196,Aniracetam,ZXNRTKGTQJPIJK-UHFFFAOYSA-N,BRD-K88611939
257,R01AC04,2200,Antazoline,REYFJDPCWQRWAA-UHFFFAOYSA-N,BRD-K99300445
258,N02BB01,2206,Phenazone,VEQOALNAAJBPNY-UHFFFAOYSA-N,BRD-K46937689
259,A05AA03,221493,Cholic acid,BHQCQFFYRZLCQQ-OELDTZBJSA-N,BRD-K43164539
260,D11AX24,222528,Deoxycholic acid,KXGVEGMKQFWNSR-LLQZFEROSA-N,BRD-K41170226
261,H02AB10,222786,Cortisone,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,BRD-K43736954
262,A01AD05,2244,Acetylsalicylic acid,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,BRD-K11433652
263,R06AX11,2247,Astemizole,GXDALQBWZGODGZ-UHFFFAOYSA-N,BRD-K37249724
264,C07AB03,2249,Atenolol,METKIMKYRPQLGS-UHFFFAOYSA-N,BRD-A20239487
265,L04AX01,2265,Azathioprine,LMEKQMALGUDUQG-UHFFFAOYSA-N,BRD-K32821942
266,D10AX03,2266,Azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,BRD-K08976401
267,R01AC03,2267,Azelastine,MBUVEWMHONZEQD-UHFFFAOYSA-N,BRD-A68888262
268,M03BX01,2284,Baclofen,KPYSYYIEGFHWSV-UHFFFAOYSA-N,BRD-A84174873
269,R07AB05,2310,Bemegride,ORRZGUBHBVWWOP-UHFFFAOYSA-N,BRD-K14993104
270,C03AA01,2315,Bendroflumethiazide,HDWIHXWEUNVBIY-UHFFFAOYSA-N,BRD-A80017228
271,A10BX06,2318,Benfluorex,CJAVTWRYCDNHSM-UHFFFAOYSA-N,BRD-A22305049
272,A11DA03,2320,Benfotiamine,BTNNPSLJPBRMLZ-UHFFFAOYSA-N,BRD-K02571615
273,R05DB02,2326,Benproperine,JTUQXGZRVLWBCR-UHFFFAOYSA-N,BRD-A42423104
274,M04AB03,2333,Benzbromarone,WHQCHUCQKNIQEC-UHFFFAOYSA-N,BRD-K11717138
275,R02AA09,2335,Benzethonium,SIYLLGKDQZGJHK-UHFFFAOYSA-N,BRD-K72723676
276,C05AD03,2337,Benzocaine,BLFLLBZGZJTVJG-UHFFFAOYSA-N,BRD-K75466013
277,P03AX01,2345,Benzyl benzoate,SESFRYSPDFLNCH-UHFFFAOYSA-N,BRD-K52072429
278,C08EA02,2351,Bepridil,UIEATEWHFDRYRU-UHFFFAOYSA-N,BRD-A91008255
279,D05BA03,2355,Bergapten,BGEBZHIAGXMEMV-UHFFFAOYSA-N,BRD-K12968785
280,D06BX03,23635314,Tirbanibulin,HUNGUWOZPQBXGX-UHFFFAOYSA-N,BRD-K29968218
281,N07CA01,2366,Betahistine,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,BRD-K91315211
282,C07AB05,2369,Betaxolol,NWIUTZDMDHAVTP-UHFFFAOYSA-N,BRD-A02759312
283,N07AB02,2370,Bethanechol,NZUPCNDJBJXXRF-UHFFFAOYSA-O,BRD-A99833829
284,L01XK01,23725625,Olaparib,FDLYAMZZIXQODN-UHFFFAOYSA-N,BRD-K02113016
285,L02BB03,2375,Bicalutamide,LKJPYSCBVHEWIU-UHFFFAOYSA-N,BRD-A29485665
286,N06AX08,2377,Bifemelane,QSQQPMHPCBLLGX-UHFFFAOYSA-N,BRD-K18779551
287,D01AC10,2378,Bifonazole,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,BRD-A94543220
288,P01AX05,237,Mepacrine,GPKJTRJOBQGKQK-UHFFFAOYSA-N,BRD-A45889380
289,N04AA02,2381,Biperiden,YSXKPIUOCJLQIE-UHFFFAOYSA-N,BRD-A00546892
290,N05AE02,23897,Molindone,KLPWJLBORRMFGK-UHFFFAOYSA-N,BRD-A65280694
291,A06AB02,2391,Bisacodyl,KHOITXIGCFIULA-UHFFFAOYSA-N,BRD-K39987650
292,C07AB07,2405,Bisoprolol,VHYCDWMUTMEGQY-UHFFFAOYSA-N,BRD-A89175223
293,J05AF03,24066,Zalcitabine,WREGKURFCTUGRC-POYBYMJQSA-N,BRD-K85925969
294,D10AB01,2406,Bithionol,JFIOVJDNOJYLKP-UHFFFAOYSA-N,BRD-K39120595
295,L01CA01,241903,Vinblastine,JXLYSJRDGCGARV-XQKSVPLYSA-N,BRD-K12515392
296,D11AX21,2435,Brimonidine,XYLJNLCSTIOKRM-UHFFFAOYSA-N,BRD-K68264559
297,R05CB02,2442,Bromhexine,OJGDCBLYJGHCIH-UHFFFAOYSA-N,BRD-K47631482
298,A03FA04,2446,Bromopride,GIYAQDDTCWHPPL-UHFFFAOYSA-N,BRD-K73642618
299,N05AD06,2448,Bromperidol,RKLNONIVDFXQRX-UHFFFAOYSA-N,BRD-K78643075
300,P03AX06,244,Benzyl alcohol,WVDDGKGOMKODPV-UHFFFAOYSA-N,BRD-K98494274
301,A07AX01,2453,Broxyquinoline,ZDASUJMDVPTNTF-UHFFFAOYSA-N,BRD-K23301018
302,M01AB17,2466,Bufexamac,MXJWRABVEGLYDG-UHFFFAOYSA-N,BRD-K36660044
303,C04AX20,2467,Buflomedil,OWYLAEYXIQKAOL-UHFFFAOYSA-N,BRD-K19462402
304,C03CA02,2471,Bumetanide,MAEIEVLCKWDQJH-UHFFFAOYSA-N,BRD-K38197229
305,N01BB01,2474,Bupivacaine,LEBVLXFERQHONN-UHFFFAOYSA-N,BRD-A01636364
306,L01XJ02,24775005,Sonidegib,VZZJRYRQSPEMTK-CALCHBBNSA-N,BRD-K19796430
307,L01XJ01,24776445,Vismodegib,BPQMGSKTAYIVFO-UHFFFAOYSA-N,BRD-K44827188
308,N05BE01,2477,Buspirone,QWCRAEMEVRGPNT-UHFFFAOYSA-N,BRD-K93461745
309,L01AB01,2478,Busulfan,COVZYZSDYWQREU-UHFFFAOYSA-N,BRD-K23204545
310,L01CD01,24791027,Paclitaxel,RCINICONZNJXQF-WLUSQHPBSA-N,BRD-A63610676
311,A10BK02,24812758,Canagliflozin,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,BRD-K90868879
312,L01EL01,24821094,Ibrutinib,XYFPWWZEPKGCCK-GOSISDBHSA-N,BRD-K70301465
313,L01EA05,24826799,Ponatinib,PHXJVRSECIGDHY-UHFFFAOYSA-N,BRD-K44227013
314,A10BK06,24831714,Sotagliflozin,QKDRXGFQVGOQKS-CRSSMBPESA-N,BRD-K05850076
315,D01AE23,2484,Butenafine,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,BRD-K90630139
316,L02BB05,24872560,Apalutamide,HJBWBFZLDZWPHF-UHFFFAOYSA-N,BRD-K91308639
317,L01EX11,24889392,Quizartinib,CVWXJKQAOSCOAB-UHFFFAOYSA-N,BRD-K93918653
318,N05CM19,24965990,Suvorexant,JYTNQNCOQXFQPK-MRXNPFEDSA-N,BRD-K94293891
319,A16AX15,25025298,Telotristat,NCLGDOBQAWBXRA-PGRDOPGGSA-N,BRD-K63178091
320,L02AE04,25074470,Triptorelin,VXKHXGOKWPXYNA-PGBVPBMZSA-N,BRD-K62685538
321,L01EX07,25102847,Cabozantinib,ONIQOQHATWINJY-UHFFFAOYSA-N,BRD-K51544265
322,L01EJ01,25126798,Ruxolitinib,HFNKQEVNSGCOJV-OAHLLOKOSA-N,BRD-K53972329
323,V03AX03,25151504,Cobicistat,ZCIGNRJZKPOIKD-CQXVEOKZSA-N,BRD-K51040301
324,L01XJ03,25166913,Glasdegib,SFNSLLSYNZWZQG-VQIMIIECSA-N,BRD-K34341643
325,L01EX21,25171648,Tepotinib,AHYMHWXQRWRBKT-UHFFFAOYSA-N,BRD-K97963946
326,L01XG03,25183872,Ixazomib,MXAYKZJJDUDWDS-LBPRGKRZSA-N,BRD-K78659596
327,D11AX26,2519,Caffeine,RYYVLZVUVIJVGH-UHFFFAOYSA-N,BRD-K02404261
328,C08DA01,2520,Verapamil,SGTNSNPWRIOYBX-UHFFFAOYSA-N,BRD-A09533288
329,A14AA02,25249,Stanozolol,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,BRD-K46791647
330,D04AA09,25295,Chloropyramine,ICKFFNBDFNZJSX-UHFFFAOYSA-N,BRD-K83257731
331,B02AB04,2536,Camostat,XASIMHXSUQUHLV-UHFFFAOYSA-N,BRD-K43806473
332,M05BA02,25419,Clodronic acid,ACSIXWWBWUQEHA-UHFFFAOYSA-N,BRD-K72542090
333,C09CA06,2541,Candesartan,HTQMVQVXFRQIKW-UHFFFAOYSA-N,BRD-K84091759
334,N03AF01,2554,Carbamazepine,FFGPTBGBLSHEPO-UHFFFAOYSA-N,BRD-K71799949
335,R05DB05,2562,Pentoxyverine,CFJMRBQWBDQYMK-UHFFFAOYSA-N,BRD-K06181161
336,R06AA08,2564,Carbinoxamine,OJFSXZCBGQGRNV-UHFFFAOYSA-N,BRD-A29426959
337,M03BA02,2576,Carisoprodol,OFZCIYFFPZCNJE-UHFFFAOYSA-N,BRD-A99939097
338,L01BC04,2577,Carmofur,AOCCBINRVIKJHY-UHFFFAOYSA-N,BRD-K11630072
339,L01AD01,2578,Carmustine,DLGOEMSEDOSKAD-UHFFFAOYSA-N,BRD-K36234266
340,C07AA15,2583,Carteolol,LWAFSWPYPHEXKX-UHFFFAOYSA-N,BRD-A42167015
341,C07AG02,2585,Carvedilol,OGHNVEJMJSYVRP-UHFFFAOYSA-N,BRD-A10977446
342,N06AF04,26070,Tranylcypromine,AELCINSCMGFISI-BDAKNGLRSA-N,BRD-K88809146
343,M01AX04,26098,Azapropazone,MPHPHYZQRGLTBO-UHFFFAOYSA-N,BRD-A70182876
344,M01AX21,26248,Diacerein,TYNLGDBUJLVSMA-UHFFFAOYSA-N,BRD-K69122748
345,L01XX33,2662,Celecoxib,RZEKVGVHFLEQIL-UHFFFAOYSA-N,BRD-K02637541
346,C07AB08,2663,Celiprolol,JOATXPAWOHTVSZ-UHFFFAOYSA-N,BRD-A95602221
347,N04BD01,26757,Selegiline,MEZLKOACVSPNER-GFCCVEGCSA-N,BRD-K86434416
348,R06AE07,2678,Cetirizine,ZKLPARSLTMPFCP-UHFFFAOYSA-N,BRD-A42571354
349,P02CE01,26879,Levamisole,HLFSDGLLUJUHTE-SNVBAGLBSA-N,BRD-K73107279
350,R01BA01,26934,Phenylpropanolamine,DLNKOYKMWOXYQA-VXNVDRBHSA-N,BRD-K27853494
351,R05DB03,26937,Clobutinol,KVHHQGIIZCJATJ-UHFFFAOYSA-N,BRD-A43809092
352,D04AA14,26987,Clemastine,YNNUSGIPVFPVBX-NHCUHLMSSA-N,BRD-K30240666
353,L01AA02,2708,Chlorambucil,JCKYGMPEJWAADB-UHFFFAOYSA-N,BRD-K29458283
354,R06AE04,2710,Chlorcyclizine,WFNAKBGANONZEQ-UHFFFAOYSA-N,BRD-A57133233
355,M03BB02,2717,Chlormezanone,WEQAYVWKMWHEJO-UHFFFAOYSA-N,BRD-A20348246
356,P01BA01,2719,Chloroquine,WHTVZRBIWZFKQO-UHFFFAOYSA-N,BRD-A91699651
357,J01BA02,27200,Thiamphenicol,OTVAEFIXJLOWRX-NXEZZACHSA-N,BRD-K79711234
358,C03AA04,2720,Chlorothiazide,JBMKAUGHUNFTOL-UHFFFAOYSA-N,BRD-K88682005
359,L01BB03,2723601,Tioguanine,WYWHKKSPHMUBEB-UHFFFAOYSA-N,BRD-K49350383
360,D08AE05,2723,Chloroxylenol,OSDLLIBGSJNGJE-UHFFFAOYSA-N,BRD-K17223896
361,C01AA05,2724385,Digoxin,LTMHDMANZUZIPE-PUGKRICDSA-N,BRD-K23478508
362,R06AB04,2725,Chlorphenamine,SOYKEARSMXGVTM-UHFFFAOYSA-N,BRD-A04553218
363,N05AA01,2726,Chlorpromazine,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,BRD-K89997465
364,A10BB02,2727,Chlorpropamide,RKWGIWYCVPQPMF-UHFFFAOYSA-N,BRD-K97746869
365,J01CE05,272833,Pheneticillin,NONJJLVGHLVQQM-JHXYUMNGSA-N,BRD-A66025870
366,N05AF03,2729,Chlorprothixene,WSPOMRSOLSGNFJ-UHFFFAOYSA-N,BRD-K81091703
367,C03BA04,2732,Chlortalidone,JIVPVXMEBJLZRO-UHFFFAOYSA-N,BRD-A26384407
368,L01AD04,2733335,Streptozocin,ZSJLQEPLLKMAKR-YDEIVXIUSA-N,BRD-A25576662
369,L02BA01,2733526,Tamoxifen,NKANXQFJJICGDU-QPLCGJKRSA-N,BRD-K93754473
370,M03BB03,2733,Chlorzoxazone,TZFWDZFKRBELIQ-UHFFFAOYSA-N,BRD-K98174813
371,N02CX01,27400,Pizotifen,FIADGNVRKBPQEU-UHFFFAOYSA-N,BRD-K75958195
372,J01DB01,27447,Cefalexin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,BRD-K90733503
373,D01AE14,2749,Ciclopirox,SCKYRAXSEDYPSA-UHFFFAOYSA-N,BRD-K13044802
374,B01AC23,2754,Cilostazol,RRGUKTPIGVIEKM-UHFFFAOYSA-N,BRD-K67017579
375,A02BA01,2756,Cimetidine,AQIXAKUUQRKLND-UHFFFAOYSA-N,BRD-K34157611
376,A02BA01,2756,Cimetidine,AQIXAKUUQRKLND-UHFFFAOYSA-N,BRD-K18618618
377,J04AD03,2761171,Ethionamide,AEOCXXJPGCBFJA-UHFFFAOYSA-N,BRD-K51207550
378,J01MB06,2762,Cinoxacin,VDUWPHTZYNWKRN-UHFFFAOYSA-N,BRD-K14704277
379,C10AB08,2763,Ciprofibrate,KPSRODZRAIWAKH-UHFFFAOYSA-N,BRD-A49358627
380,V08AC07,27648,Iocetamic acid,GSVQIUGOUKJHRC-UHFFFAOYSA-N,BRD-A37492983
381,J01MA02,2764,Ciprofloxacin,MYSWGUAQZAJSOK-UHFFFAOYSA-N,BRD-K04804440
382,C01DA14,27661,Isosorbide mononitrate,YWXYYJSYQOXTPL-SLPGGIOYSA-N,BRD-K82225283
383,A03FA02,2769,Cisapride,DCSUBABJRXZOMT-UHFFFAOYSA-N,BRD-A12896037
384,N06AB04,2771,Citalopram,WSEQXVZVJXJVFP-UHFFFAOYSA-N,BRD-A47598013
385,A03FA06,2780,Clebopride,BVPWJMCABCPUQY-UHFFFAOYSA-N,BRD-K17294426
386,G03XA02,27812,Gestrinone,BJJXHLWLUDYTGC-ANULTFPQSA-N,BRD-K97472745
387,R03AC14,2783,Clenbuterol,STJMRWALKKWQGH-UHFFFAOYSA-N,BRD-A75726477
388,D08AH30,2788,Clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,BRD-K09255212
389,C10AB01,2796,Clofibrate,KNHUKKLJHYUCFP-UHFFFAOYSA-N,BRD-K45252063
390,H01BA02,27991,Desmopressin,NFLWUMRGJYTJIN-UHFFFAOYSA-N,BRD-A49399758
391,J01XX03,2799,Clofoctol,HQVZOORKDNCGCK-UHFFFAOYSA-N,BRD-K02900412
392,G03GB02,2800,Clomifene,GKIRPKYJQBWNGO-UHFFFAOYSA-N,BRD-K91328526
393,N06AA04,2801,Clomipramine,GDLIGKIOYRNHDA-UHFFFAOYSA-N,BRD-K52989797
394,N03AE01,2802,Clonazepam,DGBIGWXXNGSACT-UHFFFAOYSA-N,BRD-K38183498
395,C02AC01,2803,Clonidine,GJSURZIOUXUGAL-UHFFFAOYSA-N,BRD-K98530306
396,R05DB21,2805,Cloperastine,FLNXBVJLPJNOSI-UHFFFAOYSA-N,BRD-A80908310
397,G01AF06,28061,Ornidazole,IPWKIXLWTCNBKN-UHFFFAOYSA-N,BRD-A42759514
398,A01AB18,2812,Clotrimazole,VNFPBHJOKIVQEB-UHFFFAOYSA-N,BRD-K15916496
399,G03XA01,28417,Danazol,POZRVZJJTULAOH-LHZXLZLDSA-N,BRD-K48970916
400,L01XX40,285033,Omacetaxine mepesuccinate,HYFHYPWGAURHIV-JFIAXGOJSA-N,BRD-K76674262
401,G02CB05,28693,Metergoline,WZHJKEUHNJHDLS-QTGUNEKASA-N,BRD-K56699285
402,A07EB01,2882,Cromoglicic acid,IMZMKUWMOSJXDT-UHFFFAOYSA-N,BRD-K20920669
403,M01AB10,28871,Fentiazac,JIEKMACRVQTPRC-UHFFFAOYSA-N,BRD-K16077845
404,C04AX01,2893,Cyclandelate,WZHCOOQXZCIUNC-UHFFFAOYSA-N,BRD-A27370296
405,M03BX08,2895,Cyclobenzaprine,JURKNVYFZMSNLP-UHFFFAOYSA-N,BRD-K42348709
406,C03AA07,2904,Cyclopenthiazide,BKYKPTRYDKTTJY-UHFFFAOYSA-N,BRD-A41250306
407,S01FA04,2905,Cyclopentolate,SKYSRIRYMSLOIN-UHFFFAOYSA-N,BRD-A77291778
408,L01AA01,2907,Cyclophosphamide,CMSMOCZEIVJLDB-UHFFFAOYSA-N,BRD-A09722536
409,C03AA09,2910,Cyclothiazide,BOCUKUHCLICSIY-UHFFFAOYSA-N,BRD-A38675539
410,R06AX02,2913,Cyproheptadine,JJCFRYNCJDLXIK-UHFFFAOYSA-N,BRD-K28143534
411,L01AD04,29327,Streptozocin,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,BRD-K34411947
412,A06AB03,2950,Dantron,QBPFLULOKWLNNW-UHFFFAOYSA-N,BRD-K10065684
413,M03CA01,2952,Dantrolene,OZOMQRBLCMDCEG-UHFFFAOYSA-N,BRD-K31333309
414,D10AX05,2955,Dapsone,MQJKPEGWNLWLTK-UHFFFAOYSA-N,BRD-K62363391
415,C02CC04,2966,Debrisoquine,JWPGJSVJDAJRLW-UHFFFAOYSA-N,BRD-K80419150
416,V03AC02,2972,Deferiprone,TZXKOCQBRNJULO-UHFFFAOYSA-N,BRD-K06878038
417,V03AC01,2973,Deferoxamine,UBQYURCVBFRUQT-UHFFFAOYSA-N,BRD-K09821361
418,D08AH01,2993,Dequalinium,PCSWXVJAIHCTMO-UHFFFAOYSA-P,BRD-K77685957
419,N06AA01,2995,Desipramine,HCYAFALTSJYZDH-UHFFFAOYSA-N,BRD-K60762818
420,A04AD01,3000322,Scopolamine,STECJAGHUSJQJN-USLFZFAMSA-N,BRD-A93048969
421,J01FF02,3000540,Lincomycin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,BRD-K49384696
422,A02BA02,3001055,Ranitidine,VMXUWOKSQNHOCA-UKTHLTGXSA-N,BRD-K70505054
423,A11DA02,3002120,Sulbutiamine,CKHJPWQVLKHBIH-GPAWKIAZSA-N,BRD-K12539416
424,D01AC18,3003141,Luliconazole,YTAOBBFIOAEMLL-REQDGWNSSA-N,BRD-K71058253
425,L02BA02,3005573,Toremifene,XFCLJVABOIYOMF-QPLCGJKRSA-N,BRD-K51350053
426,D11AX16,3009,Eflornithine,VLCYCQAOQCDTCN-UHFFFAOYSA-N,BRD-A96292436
427,L01BB07,3011155,Nelarabine,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,BRD-K84466663
428,N05BA01,3016,Diazepam,AAOVKJBEBIDNHE-UHFFFAOYSA-N,BRD-K16508793
429,C02DA01,3019,Diazoxide,GDLBFKVLRPITMI-UHFFFAOYSA-N,BRD-K73109821
430,N06AX18,3022645,Reboxetine,CBQGYUDMJHNJBX-UHFFFAOYSA-N,BRD-A43974499
431,C05AD04,3025,Cinchocaine,PUFQVTATUTYEAL-UHFFFAOYSA-N,BRD-K99121711
432,L01DB02,30323,Daunorubicin,STQGQHZAVUOBTE-VGBVRHCVSA-N,BRD-K43389675
433,A02BA04,3033637,Nizatidine,SGXXNSQHWDMGGP-IZZDOVSWSA-N,BRD-K73589491
434,C01CX08,3033825,Levosimendan,WHXMKTBCFHIYNQ-SECBINFHSA-N,BRD-K03095347
435,D11AX18,3033,Diclofenac,DCOPUUMXTXDBNB-UHFFFAOYSA-N,BRD-K08252256
436,A08AB01,3034010,Orlistat,AHLBNYSZXLDEJQ-FWEHEUNISA-N,BRD-K63343048
437,P01BC01,3034034,Quinine,LOUPRKONTZGTKE-WZBLMQSHSA-N,BRD-K07940445
438,R03AC13,3034756,Formoterol,BPZSYCZIITTYBL-ORAYPTAESA-N,BRD-M00539986
439,R03AC13,3034756,Formoterol,BPZSYCZIITTYBL-ORAYPTAESA-N,BRD-K54006094
440,N05AH05,3036780,Asenapine,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,BRD-K57875380
441,P03AB01,3036,Clofenotane,YVGGHNCTFXOJCH-UHFFFAOYSA-N,BRD-K51799616
442,R05DA11,3037918,Dimemorfan,KBEZZLAAKIIPFK-NJAFHUGGSA-N,BRD-K29812331
443,P02DX02,3037,Dichlorophen,MDNWOSOZYLHTCG-UHFFFAOYSA-N,BRD-K62326629
444,S01EC02,3038,Diclofenamide,GJQPMPFPNINLKP-UHFFFAOYSA-N,BRD-K71499074
445,A03AA07,3042,Dicycloverine,CURUTKGFNZGFSE-UHFFFAOYSA-N,BRD-K68507560
446,N04BD02,3052776,Rasagiline,RUOKEQAAGRXIBM-GFCCVEGCSA-N,BRD-K58114536
447,P02CB02,3052,Diethylcarbamazine,RCKMWOKWVGPNJF-UHFFFAOYSA-N,BRD-K45542189
448,N02BA11,3059,Diflunisal,HUPFGZXOMWLGNK-UHFFFAOYSA-N,BRD-K22031190
449,L01EA02,3062316,Dasatinib,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,BRD-K49328571
450,N07BC04,30668,Lofexidine,KSMAGQUYOIHWFS-UHFFFAOYSA-N,BRD-A02990301
451,C01DX10,3074,Dilazep,QVZCXCJXTMIDME-UHFFFAOYSA-N,BRD-K48722258
452,L01EX04,3081361,Vandetanib,UHTHHESEBZOYNR-UHFFFAOYSA-N,BRD-K77625799
453,D11AX22,3085416,Ivermectin,AZSNMRSAGSSBNP-VRFQAOMKSA-N,BRD-K24652731
454,M01AB06,30951,Alclofenac,ARHWPKZXBHOEEE-UHFFFAOYSA-N,BRD-K47492008
455,D04AA32,3100,Diphenhydramine,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,BRD-K47278471
456,R06AA07,3103,Diphenylpyraline,OWQUZNMMYNAXSL-UHFFFAOYSA-N,BRD-K22936972
457,S01EA02,3105,Dipivefrine,OCUJLLGVOUDECM-UHFFFAOYSA-N,BRD-A47494775
458,H03BB01,31072,Carbimazole,CFOYWRHIYXMDOT-UHFFFAOYSA-N,BRD-K87156652
459,B01AC07,3108,Dipyridamole,IZEKFCXSFNUWAM-UHFFFAOYSA-N,BRD-K86301799
460,G02CB01,31101,Bromocriptine,OZVBMTJYIDMWIL-AYFBDAFISA-N,BRD-K14496212
461,C01BA03,3114,Disopyramide,UVTNFZQICZKOEM-UHFFFAOYSA-N,BRD-A29734509
462,N07BB01,3117,Disulfiram,AUZONCFQVSMFAP-UHFFFAOYSA-N,BRD-K32744045
463,N03AG01,3121,Valproic acid,NIJJYAXOARWZEE-UHFFFAOYSA-N,BRD-K41260949
464,A01AC01,31307,Triamcinolone,GFNANZIMVAIWHM-OBYCQNJPSA-N,BRD-K77554836
465,M01AX13,31508,Proquazone,JTIGKVIOEQASGT-UHFFFAOYSA-N,BRD-K54339150
466,A03FA03,3151,Domperidone,FGXWKSZFVQUSTL-UHFFFAOYSA-N,BRD-K38305202
467,N06DA02,3152,Donepezil,ADEBPBSSDYVVLD-UHFFFAOYSA-N,BRD-A49160188
468,A05BA03,31553,Silymarin,SEBFKMXJBCUCAI-HKTJVKLFSA-N,BRD-K80353138
469,R07AB01,3156,Doxapram,XFDJYSQDBULQSI-UHFFFAOYSA-N,BRD-A46179541
470,C02CA04,3157,Doxazosin,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,BRD-A13188892
471,D04AX01,3158,Doxepin,ODQWQRRAPPTVAG-UHFFFAOYSA-N,BRD-K36616567
472,R06AA09,3162,Doxylamine,HCFDWZZGGLSKEP-UHFFFAOYSA-N,BRD-A44008656
473,N05AD08,3168,Droperidol,RMEDXOLNCUSCGS-UHFFFAOYSA-N,BRD-K97158071
474,R05DB19,3169,Dropropizine,PTVWPYVOOKLBCG-UHFFFAOYSA-N,BRD-A29349577
475,L01DB01,31703,Doxorubicin,AOJJSUZBOXZQNB-TZSSRYMLSA-N,BRD-K92093830
476,P01CC01,31772,Nifurtimox,ARFHIAQFJWUCFH-UHFFFAOYSA-N,BRD-A00100033
477,N01BX02,3180,Dyclonine,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,BRD-K72259270
478,R03DA01,3182,Diprophylline,KSCFJBIXMNOVSH-UHFFFAOYSA-N,BRD-A00827783
479,D01AC03,3198,Econazole,LEZWWPYKPKIXLL-UHFFFAOYSA-N,BRD-A51820102
480,V04CX07,3202,Edrophonium,VWLHWLSRQJQWRG-UHFFFAOYSA-O,BRD-K81128206
481,N01BB08,32170,Articaine,QTGIAADRBBLJGA-UHFFFAOYSA-N,BRD-A70514680
482,S01GX06,3219,Emedastine,KBUZBQVCBVDWKX-UHFFFAOYSA-N,BRD-K15010214
483,N01AB04,3226,Enflurane,JPGQOUSTVILISH-UHFFFAOYSA-N,BRD-A51831848
484,H01AB01,32281,Thyrotropin alfa,XNSAINXGIQZQOO-UHFFFAOYSA-N,BRD-A16997652
485,J01MA04,3229,Enoxacin,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,BRD-K78113049
486,R06AX24,3241,Epinastine,WHWZLSFABNNENI-UHFFFAOYSA-N,BRD-A98990573
487,C01DX07,3275,Etafenone,OEGDFSLNGABBKJ-UHFFFAOYSA-N,BRD-K84971356
488,C03CC01,3278,Etacrynic acid,AVOLMBLBETYQHX-UHFFFAOYSA-N,BRD-K63630713
489,N04AA05,3290,Profenamine,CDOZDBSBBXSXLB-UHFFFAOYSA-N,BRD-A16311756
490,N03AD01,3291,Ethosuximide,HAPOVYFOVVWLRS-UHFFFAOYSA-N,BRD-A99633051
491,N03AB01,3292,Ethotoin,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,BRD-A30205217
492,R06AB02,33036,Dexchlorpheniramine,SOYKEARSMXGVTM-HNNXBMFYSA-N,BRD-K39462424
493,M05BA01,3305,Etidronic acid,DBVJJBKOTRCVKF-UHFFFAOYSA-N,BRD-K37949327
494,C01CA01,3306,Etilefrine,SQVIAVUSQAWMKL-UHFFFAOYSA-N,BRD-A09925278
495,N05BA19,3307,Etizolam,VMZUTJCNQWMAGF-UHFFFAOYSA-N,BRD-K68232413
496,M01AB08,3308,Etodolac,NNYBQONXHNTVIJ-UHFFFAOYSA-N,BRD-A74667430
497,J05AB09,3324,Famciclovir,GGXKWVWZWMLJEH-UHFFFAOYSA-N,BRD-K45033733
498,A02BA03,3325,Famotidine,XUFQPHANEAPEMJ-UHFFFAOYSA-N,BRD-K00673382
499,N03AX10,3331,Felbamate,WKGXYQFOCVYPAC-UHFFFAOYSA-N,BRD-K99107520
500,M02AA08,3332,Felbinac,QRZAKQDHEVVFRX-UHFFFAOYSA-N,BRD-K91740057
501,C08CA02,3333,Felodipine,RZTAMFZIAATZDJ-UHFFFAOYSA-N,BRD-A30815329
502,P02CA06,3334,Fenbendazole,HDDSHPAODJUKPD-UHFFFAOYSA-N,BRD-K51318897
503,M01AE05,3335,Fenbufen,ZPAKPRAICRBAOD-UHFFFAOYSA-N,BRD-K12513978
